process	seq.unit.id	sample.name	flowcell	lane	barcode	barcode.group	well
0	BEI010001	NYU014_PBXW0159_2C	AC7L8PACXX	1	1	b1	A1
0	BEI010002	NYU014_PBXW0159_2C	AC7L8PACXX	1	1	b2	B1
0	BEI010003	NYU014_PBXW0159_2C	AC7L8PACXX	1	1	b3	C1
0	BEI010004	NYU014_PBXW0159_2C	AC7L8PACXX	1	1	b4	D1
0	BEI010005	NYU014_PBXW0159_2C	AC7L8PACXX	1	1	b5	E1
0	BEI010006	NYU014_PBXW0159_2C	AC7L8PACXX	1	1	b6	F1
0	BEI010007	NYU014_PBXW0159_2C	AC7L8PACXX	1	1	b7	G1
0	BEI010008	NYU014_PBXW0159_2C	AC7L8PACXX	1	1	b8	H1
0	BEI010009	NYU014_PBXW0159_2C	AC7L8PACXX	1	2	b1	A2
0	BEI010010	NYU014_PBXW0159_2C	AC7L8PACXX	1	2	b2	B2
0	BEI010011	NYU014_PBXW0159_2C	AC7L8PACXX	1	2	b3	C2
0	BEI010012	NYU014_PBXW0159_2C	AC7L8PACXX	1	2	b4	D2
0	BEI010013	NYU014_PBXW0159_2C	AC7L8PACXX	1	2	b5	E2
0	BEI010014	NYU014_PBXW0159_2C	AC7L8PACXX	1	2	b6	F2
0	BEI010015	NYU014_PBXW0159_2C	AC7L8PACXX	1	2	b7	G2
0	BEI010016	NYU014_PBXW0159_2C	AC7L8PACXX	1	2	b8	H2
0	BEI010017	NYU014_PBXW0159_gt2C	AC7L8PACXX	1	4	b1	A3
0	BEI010018	NYU014_PBXW0159_gt2C	AC7L8PACXX	1	4	b2	B3
0	BEI010019	NYU014_PBXW0159_gt2C	AC7L8PACXX	1	4	b3	C3
0	BEI010020	NYU014_PBXW0159_gt2C	AC7L8PACXX	1	4	b4	D3
0	BEI010021	NYU014_PBXW0159_gt2C	AC7L8PACXX	1	4	b5	E3
0	BEI010022	NYU014_PBXW0159_gt2C	AC7L8PACXX	1	4	b6	F3
0	BEI010023	NYU014_PBXW0159_gt2C	AC7L8PACXX	1	4	b7	G3
0	BEI010024	NYU014_PBXW0159_gt2C	AC7L8PACXX	1	4	b8	H3
0	BEI010025	NYU014_PBXW0160_2C	AC7L8PACXX	1	7	b1	A4
0	BEI010026	NYU014_PBXW0160_2C	AC7L8PACXX	1	7	b2	B4
0	BEI010027	NYU014_PBXW0160_2C	AC7L8PACXX	1	7	b3	C4
0	BEI010028	NYU014_PBXW0160_2C	AC7L8PACXX	1	7	b4	D4
0	BEI010029	NYU014_PBXW0160_2C	AC7L8PACXX	1	7	b5	E4
0	BEI010030	NYU014_PBXW0160_2C	AC7L8PACXX	1	7	b6	F4
0	BEI010031	NYU014_PBXW0160_2C	AC7L8PACXX	1	7	b7	G4
0	BEI010032	NYU014_PBXW0160_2C	AC7L8PACXX	1	7	b8	H4
0	BEI010033	NYU014_PBXW0160_2C	AC7L8PACXX	1	8	b1	A5
0	BEI010034	NYU014_PBXW0160_2C	AC7L8PACXX	1	8	b2	B5
0	BEI010035	NYU014_PBXW0160_2C	AC7L8PACXX	1	8	b3	C5
0	BEI010036	NYU014_PBXW0160_2C	AC7L8PACXX	1	8	b4	D5
0	BEI010037	NYU014_PBXW0160_2C	AC7L8PACXX	1	8	b5	E5
0	BEI010038	NYU014_PBXW0160_2C	AC7L8PACXX	1	8	b6	F5
0	BEI010039	NYU014_PBXW0160_2C	AC7L8PACXX	1	8	b7	G5
0	BEI010040	NYU014_PBXW0160_2C	AC7L8PACXX	1	8	b8	H5
0	BEI010041	NYU014_PBXW0160_gt2C	AC7L8PACXX	1	12	b1	A6
0	BEI010042	NYU014_PBXW0160_gt2C	AC7L8PACXX	1	12	b2	B6
0	BEI010043	NYU014_PBXW0160_gt2C	AC7L8PACXX	1	12	b3	C6
0	BEI010044	NYU014_PBXW0160_gt2C	AC7L8PACXX	1	12	b4	D6
0	BEI010045	NYU014_PBXW0160_gt2C	AC7L8PACXX	1	12	b5	E6
0	BEI010046	NYU014_PBXW0160_gt2C	AC7L8PACXX	1	12	b6	F6
0	BEI010047	NYU014_PBXW0160_gt2C	AC7L8PACXX	1	12	b7	G6
0	BEI010048	NYU014_PBXW0160_gt2C	AC7L8PACXX	1	12	b8	H6
0	BEI010049	NYU014_PBXW0161_2C	AC7L8PACXX	1	13	b1	A7
0	BEI010050	NYU014_PBXW0161_2C	AC7L8PACXX	1	13	b2	B7
0	BEI010051	NYU014_PBXW0161_2C	AC7L8PACXX	1	13	b3	C7
0	BEI010052	NYU014_PBXW0161_2C	AC7L8PACXX	1	13	b4	D7
0	BEI010053	NYU014_PBXW0161_2C	AC7L8PACXX	1	13	b5	E7
0	BEI010054	NYU014_PBXW0161_2C	AC7L8PACXX	1	13	b6	F7
0	BEI010055	NYU014_PBXW0161_2C	AC7L8PACXX	1	13	b7	G7
0	BEI010056	NYU014_PBXW0161_2C	AC7L8PACXX	1	13	b8	H7
0	BEI010057	NYU014_PBXW0161_2C	AC7L8PACXX	1	14	b1	A8
0	BEI010058	NYU014_PBXW0161_2C	AC7L8PACXX	1	14	b2	B8
0	BEI010059	NYU014_PBXW0161_2C	AC7L8PACXX	1	14	b3	C8
0	BEI010060	NYU014_PBXW0161_2C	AC7L8PACXX	1	14	b4	D8
0	BEI010061	NYU014_PBXW0161_2C	AC7L8PACXX	1	14	b5	E8
0	BEI010062	NYU014_PBXW0161_2C	AC7L8PACXX	1	14	b6	F8
0	BEI010063	NYU014_PBXW0161_2C	AC7L8PACXX	1	14	b7	G8
0	BEI010064	NYU014_PBXW0161_2C	AC7L8PACXX	1	14	b8	H8
0	BEI010065	NYU014_PBXW0161_gt2C	AC7L8PACXX	1	15	b1	A9
0	BEI010066	NYU014_PBXW0161_gt2C	AC7L8PACXX	1	15	b2	B9
0	BEI010067	NYU014_PBXW0161_gt2C	AC7L8PACXX	1	15	b3	C9
0	BEI010068	NYU014_PBXW0161_gt2C	AC7L8PACXX	1	15	b4	D9
0	BEI010069	NYU014_PBXW0161_gt2C	AC7L8PACXX	1	15	b5	E9
0	BEI010070	NYU014_PBXW0161_gt2C	AC7L8PACXX	1	15	b6	F9
0	BEI010071	NYU014_PBXW0161_gt2C	AC7L8PACXX	1	15	b7	G9
0	BEI010072	NYU014_PBXW0161_gt2C	AC7L8PACXX	1	15	b8	H9
0	BEI010073	NYU014_PBXW0162_2C	AC7L8PACXX	1	16	b1	A10
0	BEI010074	NYU014_PBXW0162_2C	AC7L8PACXX	1	16	b2	B10
0	BEI010075	NYU014_PBXW0162_2C	AC7L8PACXX	1	16	b3	C10
0	BEI010076	NYU014_PBXW0162_2C	AC7L8PACXX	1	16	b4	D10
0	BEI010077	NYU014_PBXW0162_2C	AC7L8PACXX	1	16	b5	E10
0	BEI010078	NYU014_PBXW0162_2C	AC7L8PACXX	1	16	b6	F10
0	BEI010079	NYU014_PBXW0162_2C	AC7L8PACXX	1	16	b7	G10
0	BEI010080	NYU014_PBXW0162_2C	AC7L8PACXX	1	16	b8	H10
0	BEI010081	NYU014_PBXW0162_2C	AC7L8PACXX	1	1	D	A11
0	BEI010082	NYU014_PBXW0162_2C	AC7L8PACXX	1	2	D	B11
0	BEI010083	NYU014_PBXW0162_2C	AC7L8PACXX	1	4	D	C11
0	BEI010084	NYU014_PBXW0162_2C	AC7L8PACXX	1	7	D	D11
0	BEI010085	NYU014_PBXW0162_2C	AC7L8PACXX	1	8	D	E11
0	BEI010086	NYU014_PBXW0162_2C	AC7L8PACXX	1	12	D	F11
0	BEI010087	NYU014_PBXW0162_2C	AC7L8PACXX	1	13	D	G11
0	BEI010088	NYU014_PBXW0162_2C	AC7L8PACXX	1	14	D	H11
0	BEI010089	NYU014_PBXW0162_gt2C	AC7L8PACXX	1	1	G	A12
0	BEI010090	NYU014_PBXW0162_gt2C	AC7L8PACXX	1	2	G	B12
0	BEI010091	NYU014_PBXW0162_gt2C	AC7L8PACXX	1	4	G	C12
0	BEI010092	NYU014_PBXW0162_gt2C	AC7L8PACXX	1	7	G	D12
0	BEI010093	NYU014_PBXW0162_gt2C	AC7L8PACXX	1	8	G	E12
0	BEI010094	NYU014_PBXW0162_gt2C	AC7L8PACXX	1	12	G	F12
0	BEI010095	NYU014_PBXW0162_gt2C	AC7L8PACXX	1	13	G	G12
0	BEI010096	NYU014_PBXW0162_gt2C	AC7L8PACXX	1	14	G	H12
0	BEI010097	halfnuc	FCPOS000000000-AKVBR	1	1	b1	A1
0	BEI010098	halfnuc	FCPOS000000000-AKVBR	1	1	b2	B1
0	BEI010099	halfnuc	FCPOS000000000-AKVBR	1	1	b3	C1
0	BEI010100	halfnuc	FCPOS000000000-AKVBR	1	1	b4	D1
0	BEI010101	halfnuc	FCPOS000000000-AKVBR	1	1	b5	E1
0	BEI010102	halfnuc	FCPOS000000000-AKVBR	1	1	b6	F1
0	BEI010103	halfnuc	FCPOS000000000-AKVBR	1	1	b7	G1
0	BEI010104	halfnuc	FCPOS000000000-AKVBR	1	1	b8	H1
0	BEI010105	halfnuc	FCPOS000000000-AKVBR	1	2	b1	A2
0	BEI010106	halfnuc	FCPOS000000000-AKVBR	1	2	b2	B2
0	BEI010107	halfnuc	FCPOS000000000-AKVBR	1	2	b3	C2
0	BEI010108	halfnuc	FCPOS000000000-AKVBR	1	2	b4	D2
0	BEI010109	halfnuc	FCPOS000000000-AKVBR	1	2	b5	E2
0	BEI010110	halfnuc	FCPOS000000000-AKVBR	1	2	b6	F2
0	BEI010111	halfnuc	FCPOS000000000-AKVBR	1	2	b7	G2
0	BEI010112	halfnuc	FCPOS000000000-AKVBR	1	2	b8	H2
0	BEI010113	halfnuc	FCPOS000000000-AKVBR	1	4	b1	A3
0	BEI010114	halfnuc	FCPOS000000000-AKVBR	1	4	b2	B3
0	BEI010115	halfnuc	FCPOS000000000-AKVBR	1	4	b3	C3
0	BEI010116	halfnuc	FCPOS000000000-AKVBR	1	4	b4	D3
0	BEI010117	halfnuc	FCPOS000000000-AKVBR	1	4	b5	E3
0	BEI010118	halfnuc	FCPOS000000000-AKVBR	1	4	b6	F3
0	BEI010119	halfnuc	FCPOS000000000-AKVBR	1	4	b7	G3
0	BEI010120	halfnuc	FCPOS000000000-AKVBR	1	4	b8	H3
0	BEI010121	halfnuc	FCPOS000000000-AKVBR	1	7	b1	A4
0	BEI010122	halfnuc	FCPOS000000000-AKVBR	1	7	b2	B4
0	BEI010123	halfnuc	FCPOS000000000-AKVBR	1	7	b3	C4
0	BEI010124	halfnuc	FCPOS000000000-AKVBR	1	7	b4	D4
0	BEI010125	halfnuc	FCPOS000000000-AKVBR	1	7	b5	E4
0	BEI010126	halfnuc	FCPOS000000000-AKVBR	1	7	b6	F4
0	BEI010127	halfnuc	FCPOS000000000-AKVBR	1	7	b7	G4
0	BEI010128	halfnuc	FCPOS000000000-AKVBR	1	7	b8	H4
0	BEI010129	halfnuc	FCPOS000000000-AKVBR	1	8	b1	A5
0	BEI010130	halfnuc	FCPOS000000000-AKVBR	1	8	b2	B5
0	BEI010131	halfnuc	FCPOS000000000-AKVBR	1	8	b3	C5
0	BEI010132	halfnuc	FCPOS000000000-AKVBR	1	8	b4	D5
0	BEI010133	halfnuc	FCPOS000000000-AKVBR	1	8	b5	E5
0	BEI010134	halfnuc	FCPOS000000000-AKVBR	1	8	b6	F5
0	BEI010135	halfnuc	FCPOS000000000-AKVBR	1	8	b7	G5
0	BEI010136	halfnuc	FCPOS000000000-AKVBR	1	8	b8	H5
0	BEI010137	halfnuc	FCPOS000000000-AKVBR	1	12	b1	A6
0	BEI010138	halfnuc	FCPOS000000000-AKVBR	1	12	b2	B6
0	BEI010139	halfnuc	FCPOS000000000-AKVBR	1	12	b3	C6
0	BEI010140	halfnuc	FCPOS000000000-AKVBR	1	12	b4	D6
0	BEI010141	halfnuc	FCPOS000000000-AKVBR	1	12	b5	E6
0	BEI010142	halfnuc	FCPOS000000000-AKVBR	1	12	b6	F6
0	BEI010143	halfnuc	FCPOS000000000-AKVBR	1	12	b7	G6
0	BEI010144	halfnuc	FCPOS000000000-AKVBR	1	12	b8	H6
0	BEI010145	halfnuc	FCPOS000000000-AKVBR	1	13	b1	A7
0	BEI010146	halfnuc	FCPOS000000000-AKVBR	1	13	b2	B7
0	BEI010147	halfnuc	FCPOS000000000-AKVBR	1	13	b3	C7
0	BEI010148	halfnuc	FCPOS000000000-AKVBR	1	13	b4	D7
0	BEI010149	halfnuc	FCPOS000000000-AKVBR	1	13	b5	E7
0	BEI010150	halfnuc	FCPOS000000000-AKVBR	1	13	b6	F7
0	BEI010151	halfnuc	FCPOS000000000-AKVBR	1	13	b7	G7
0	BEI010152	halfnuc	FCPOS000000000-AKVBR	1	13	b8	H7
0	BEI010153	halfnuc	FCPOS000000000-AKVBR	1	14	b1	A8
0	BEI010154	halfnuc	FCPOS000000000-AKVBR	1	14	b2	B8
0	BEI010155	halfnuc	FCPOS000000000-AKVBR	1	14	b3	C8
0	BEI010156	halfnuc	FCPOS000000000-AKVBR	1	14	b4	D8
0	BEI010157	halfnuc	FCPOS000000000-AKVBR	1	14	b5	E8
0	BEI010158	halfnuc	FCPOS000000000-AKVBR	1	14	b6	F8
0	BEI010159	halfnuc	FCPOS000000000-AKVBR	1	14	b7	G8
0	BEI010160	halfnuc	FCPOS000000000-AKVBR	1	14	b8	H8
0	BEI010161	halfnuc	FCPOS000000000-AKVBR	1	15	b1	A9
0	BEI010162	halfnuc	FCPOS000000000-AKVBR	1	15	b2	B9
0	BEI010163	halfnuc	FCPOS000000000-AKVBR	1	15	b3	C9
0	BEI010164	halfnuc	FCPOS000000000-AKVBR	1	15	b4	D9
0	BEI010165	halfnuc	FCPOS000000000-AKVBR	1	15	b5	E9
0	BEI010166	halfnuc	FCPOS000000000-AKVBR	1	15	b6	F9
0	BEI010167	halfnuc	FCPOS000000000-AKVBR	1	15	b7	G9
0	BEI010168	halfnuc	FCPOS000000000-AKVBR	1	15	b8	H9
0	BEI010169	halfnuc	FCPOS000000000-AKVBR	1	16	b1	A10
0	BEI010170	halfnuc	FCPOS000000000-AKVBR	1	16	b2	B10
0	BEI010171	halfnuc	FCPOS000000000-AKVBR	1	16	b3	C10
0	BEI010172	halfnuc	FCPOS000000000-AKVBR	1	16	b4	D10
0	BEI010173	halfnuc	FCPOS000000000-AKVBR	1	16	b5	E10
0	BEI010174	halfnuc	FCPOS000000000-AKVBR	1	16	b6	F10
0	BEI010175	halfnuc	FCPOS000000000-AKVBR	1	16	b7	G10
0	BEI010176	halfnuc	FCPOS000000000-AKVBR	1	16	b8	H10
0	BEI010177	halfnuc	FCPOS000000000-AKVBR	1	1	D	A11
0	BEI010178	halfnuc	FCPOS000000000-AKVBR	1	2	D	B11
0	BEI010179	halfnuc	FCPOS000000000-AKVBR	1	4	D	C11
0	BEI010180	halfnuc	FCPOS000000000-AKVBR	1	7	D	D11
0	BEI010181	halfnuc	FCPOS000000000-AKVBR	1	8	D	E11
0	BEI010182	halfnuc	FCPOS000000000-AKVBR	1	12	D	F11
0	BEI010183	halfnuc	FCPOS000000000-AKVBR	1	13	D	G11
0	BEI010184	halfnuc	FCPOS000000000-AKVBR	1	14	D	H11
0	BEI010185	halfnuc	FCPOS000000000-AKVBR	1	1	H	A12
0	BEI010186	halfnuc	FCPOS000000000-AKVBR	1	2	H	B12
0	BEI010187	halfnuc	FCPOS000000000-AKVBR	1	4	H	C12
0	BEI010188	halfnuc	FCPOS000000000-AKVBR	1	7	H	D12
0	BEI010189	halfnuc	FCPOS000000000-AKVBR	1	8	H	E12
0	BEI010190	halfnuc	FCPOS000000000-AKVBR	1	12	H	F12
0	BEI010191	halfnuc	FCPOS000000000-AKVBR	1	13	H	G12
0	BEI010192	halfnuc	FCPOS000000000-AKVBR	1	14	H	H12
0	BEI010193	new_prot	FCPOS000000000-AKVN4	1	1	b0	x
0	BEI010194	new_prot	FCPOS000000000-AKVN4	1	2	b0	x
0	BEI010195	new_prot	FCPOS000000000-AKVN4	1	3	b0	x
0	BEI010196	new_prot	FCPOS000000000-AKVN4	1	4	b0	x
0	BEI010197	new_prot	FCPOS000000000-AKVN4	1	5	b0	x
0	BEI010198	new_prot	FCPOS000000000-AKVN4	1	6	b0	x
0	BEI010199	new_prot	FCPOS000000000-AKVN4	1	7	b0	x
0	BEI010200	new_prot	FCPOS000000000-AKVN4	1	8	b0	x
0	BEI010201	new_prot	FCPOS000000000-AKVN4	1	9	b0	x
0	BEI010202	new_prot	FCPOS000000000-AKVN4	1	10	b0	x
0	BEI010203	new_prot	FCPOS000000000-AKVN4	1	11	b0	x
0	BEI010204	new_prot	FCPOS000000000-AKVN4	1	12	b0	x
0	BEI010205	new_prot	FCPOS000000000-AKVN4	1	13	b0	x
0	BEI010206	new_prot	FCPOS000000000-AKVN4	1	14	b0	x
0	BEI010207	new_prot	FCPOS000000000-AKVN4	1	15	b0	x
0	BEI010208	new_prot	FCPOS000000000-AKVN4	1	16	b0	x
0	BEI010209	old_prot	FCPOS000000000-AKUYP	1	1	b0	x
0	BEI010210	old_prot	FCPOS000000000-AKUYP	1	2	b0	x
0	BEI010211	old_prot	FCPOS000000000-AKUYP	1	3	b0	x
0	BEI010212	old_prot	FCPOS000000000-AKUYP	1	4	b0	x
0	BEI010213	old_prot	FCPOS000000000-AKUYP	1	5	b0	x
0	BEI010214	old_prot	FCPOS000000000-AKUYP	1	6	b0	x
0	BEI010215	old_prot	FCPOS000000000-AKUYP	1	7	b0	x
0	BEI010216	old_prot	FCPOS000000000-AKUYP	1	8	b0	x
0	BEI010217	old_prot	FCPOS000000000-AKUYP	1	9	b0	x
0	BEI010218	old_prot	FCPOS000000000-AKUYP	1	10	b0	x
0	BEI010219	old_prot	FCPOS000000000-AKUYP	1	11	b0	x
0	BEI010220	old_prot	FCPOS000000000-AKUYP	1	12	b0	x
0	BEI010221	old_prot	FCPOS000000000-AKUYP	1	13	b0	x
0	BEI010222	old_prot	FCPOS000000000-AKUYP	1	14	b0	x
0	BEI010223	old_prot	FCPOS000000000-AKUYP	1	15	b0	x
0	BEI010224	old_prot	FCPOS000000000-AKUYP	1	16	b0	x
0	BEI010225	new_prot	FCPOS000000000-ALFA5	1	1	b0	x
0	BEI010226	new_prot	FCPOS000000000-ALFA5	1	2	b0	x
0	BEI010227	new_prot	FCPOS000000000-ALFA5	1	3	b0	x
0	BEI010228	new_prot	FCPOS000000000-ALFA5	1	4	b0	x
0	BEI010229	new_prot	FCPOS000000000-ALFA5	1	5	b0	x
0	BEI010230	new_prot	FCPOS000000000-ALFA5	1	6	b0	x
0	BEI010231	new_prot	FCPOS000000000-ALFA5	1	7	b0	x
0	BEI010232	new_prot	FCPOS000000000-ALFA5	1	8	b0	x
0	BEI010233	new_prot	FCPOS000000000-ALFA5	1	9	b0	x
0	BEI010234	new_prot	FCPOS000000000-ALFA5	1	10	b0	x
0	BEI010235	new_prot	FCPOS000000000-ALFA5	1	11	b0	x
0	BEI010236	new_prot	FCPOS000000000-ALFA5	1	12	b0	x
0	BEI010237	new_prot	FCPOS000000000-ALFA5	1	13	b0	x
0	BEI010238	new_prot	FCPOS000000000-ALFA5	1	14	b0	x
0	BEI010239	new_prot	FCPOS000000000-ALFA5	1	15	b0	x
0	BEI010240	new_prot	FCPOS000000000-ALFA5	1	16	b0	x
0	BEI010241	old_prot	FCPOS000000000-ALF9D	1	1	b0	x
0	BEI010242	old_prot	FCPOS000000000-ALF9D	1	2	b0	x
0	BEI010243	old_prot	FCPOS000000000-ALF9D	1	3	b0	x
0	BEI010244	old_prot	FCPOS000000000-ALF9D	1	4	b0	x
0	BEI010245	old_prot	FCPOS000000000-ALF9D	1	5	b0	x
0	BEI010246	old_prot	FCPOS000000000-ALF9D	1	6	b0	x
0	BEI010247	old_prot	FCPOS000000000-ALF9D	1	7	b0	x
0	BEI010248	old_prot	FCPOS000000000-ALF9D	1	8	b0	x
0	BEI010249	old_prot	FCPOS000000000-ALF9D	1	9	b0	x
0	BEI010250	old_prot	FCPOS000000000-ALF9D	1	10	b0	x
0	BEI010251	old_prot	FCPOS000000000-ALF9D	1	11	b0	x
0	BEI010252	old_prot	FCPOS000000000-ALF9D	1	12	b0	x
0	BEI010253	old_prot	FCPOS000000000-ALF9D	1	13	b0	x
0	BEI010254	old_prot	FCPOS000000000-ALF9D	1	14	b0	x
0	BEI010255	old_prot	FCPOS000000000-ALF9D	1	15	b0	x
0	BEI010256	old_prot	FCPOS000000000-ALF9D	1	16	b0	x
0	BEI010257	A3	FCPOS000000000-ALF62.1	1	1	b0	x
0	BEI010258	B3	FCPOS000000000-ALF62.1	1	2	b0	x
0	BEI010259	C3	FCPOS000000000-ALF62.1	1	3	b0	x
0	BEI010260	D3	FCPOS000000000-ALF62.1	1	4	b0	x
0	BEI010261	E3	FCPOS000000000-ALF62.1	1	5	b0	x
0	BEI010262	F3	FCPOS000000000-ALF62.1	1	6	b0	x
0	BEI010263	G3	FCPOS000000000-ALF62.1	1	7	b0	x
0	BEI010264	H3	FCPOS000000000-ALF62.1	1	8	b0	x
0	BEI010265	A3	FCPOS000000000-ALF62.1	1	9	b0	x
0	BEI010266	B3	FCPOS000000000-ALF62.1	1	10	b0	x
0	BEI010267	C3	FCPOS000000000-ALF62.1	1	11	b0	x
0	BEI010268	D3	FCPOS000000000-ALF62.1	1	12	b0	x
0	BEI010269	E3	FCPOS000000000-ALF62.1	1	13	b0	x
0	BEI010270	F3	FCPOS000000000-ALF62.1	1	14	b0	x
0	BEI010271	G3	FCPOS000000000-ALF62.1	1	15	b0	x
0	BEI010272	H3	FCPOS000000000-ALF62.1	1	16	b0	x
0	BEI010273	A4	FCPOS000000000-ALF62.2	1	1	b0	x
0	BEI010274	B4	FCPOS000000000-ALF62.2	1	2	b0	x
0	BEI010275	C4	FCPOS000000000-ALF62.2	1	3	b0	x
0	BEI010276	D4	FCPOS000000000-ALF62.2	1	4	b0	x
0	BEI010277	E4	FCPOS000000000-ALF62.2	1	5	b0	x
0	BEI010278	F4	FCPOS000000000-ALF62.2	1	6	b0	x
0	BEI010279	G4	FCPOS000000000-ALF62.2	1	7	b0	x
0	BEI010280	H4	FCPOS000000000-ALF62.2	1	8	b0	x
0	BEI010281	A4	FCPOS000000000-ALF62.2	1	9	b0	x
0	BEI010282	B4	FCPOS000000000-ALF62.2	1	10	b0	x
0	BEI010283	C4	FCPOS000000000-ALF62.2	1	11	b0	x
0	BEI010284	D4	FCPOS000000000-ALF62.2	1	12	b0	x
0	BEI010285	E4	FCPOS000000000-ALF62.2	1	13	b0	x
0	BEI010286	F4	FCPOS000000000-ALF62.2	1	14	b0	x
0	BEI010287	G4	FCPOS000000000-ALF62.2	1	15	b0	x
0	BEI010288	H4	FCPOS000000000-ALF62.2	1	16	b0	x
0	BEI010289	SKN1	FCPOS000000000-AM5YM	1	1	b0	x
0	BEI010290	SKN1	FCPOS000000000-AM5YM	1	2	b0	x
0	BEI010291	SKN1	FCPOS000000000-AM5YM	1	3	b0	x
0	BEI010292	SKN1	FCPOS000000000-AM5YM	1	4	b0	x
0	BEI010293	SKN1	FCPOS000000000-AM5YM	1	5	b0	x
0	BEI010294	SKN1	FCPOS000000000-AM5YM	1	6	b0	x
0	BEI010295	SKN1	FCPOS000000000-AM5YM	1	7	b0	x
0	BEI010296	SKN1	FCPOS000000000-AM5YM	1	8	b0	x
0	BEI010297	SKN1	FCPOS000000000-AM5YM	1	9	b0	x
0	BEI010298	SKN1	FCPOS000000000-AM5YM	1	10	b0	x
0	BEI010299	SKN1	FCPOS000000000-AM5YM	1	11	b0	x
0	BEI010300	SKN1	FCPOS000000000-AM5YM	1	12	b0	x
0	BEI010301	SKN1	FCPOS000000000-AM5YM	1	13	b0	x
0	BEI010302	SKN1	FCPOS000000000-AM5YM	1	14	b0	x
0	BEI010303	SKN1	FCPOS000000000-AM5YM	1	15	b0	x
0	BEI010304	SKN1	FCPOS000000000-AM5YM	1	16	b0	x
0	BEI010305	halfnuc	AHHMJGBCXX	1	2	b1	x
0	BEI010306	halfnuc	AHHMJGBCXX	1	4	b1	x
0	BEI010307	halfnuc	AHHMJGBCXX	1	7	b1	x
0	BEI010308	halfnuc	AHHMJGBCXX	1	13	b1	x
0	BEI010309	halfnuc	AHHMJGBCXX	1	16	b1	x
0	BEI010310	halfnuc	AHHMJGBCXX	1	2	b2	x
0	BEI010311	halfnuc	AHHMJGBCXX	1	7	b2	x
0	BEI010312	halfnuc	AHHMJGBCXX	1	8	b2	x
0	BEI010313	halfnuc	AHHMJGBCXX	1	12	b2	x
0	BEI010314	halfnuc	AHHMJGBCXX	1	13	b2	x
0	BEI010315	halfnuc	AHHMJGBCXX	1	1	b3	x
0	BEI010316	halfnuc	AHHMJGBCXX	1	4	b3	x
0	BEI010317	halfnuc	AHHMJGBCXX	1	7	b3	x
0	BEI010318	halfnuc	AHHMJGBCXX	1	8	b3	x
0	BEI010319	halfnuc	AHHMJGBCXX	1	13	b3	x
0	BEI010320	halfnuc	AHHMJGBCXX	1	15	b3	x
0	BEI010321	halfnuc	AHHMJGBCXX	1	1	b4	x
0	BEI010322	halfnuc	AHHMJGBCXX	1	2	b4	x
0	BEI010323	halfnuc	AHHMJGBCXX	1	4	b4	x
0	BEI010324	halfnuc	AHHMJGBCXX	1	7	b4	x
0	BEI010325	halfnuc	AHHMJGBCXX	1	8	b4	x
0	BEI010326	halfnuc	AHHMJGBCXX	1	12	b4	x
0	BEI010327	halfnuc	AHHMJGBCXX	1	14	b4	x
0	BEI010328	halfnuc	AHHMJGBCXX	1	15	b4	x
0	BEI010329	halfnuc	AHHMJGBCXX	1	16	b4	x
0	BEI010330	halfnuc	AHHMJGBCXX	1	1	b5	x
0	BEI010331	halfnuc	AHHMJGBCXX	1	8	b5	x
0	BEI010332	halfnuc	AHHMJGBCXX	1	13	b5	x
0	BEI010333	halfnuc	AHHMJGBCXX	1	14	b5	x
0	BEI010334	halfnuc	AHHMJGBCXX	1	2	b6	x
0	BEI010335	halfnuc	AHHMJGBCXX	1	4	b6	x
0	BEI010336	halfnuc	AHHMJGBCXX	1	7	b6	x
0	BEI010337	halfnuc	AHHMJGBCXX	1	12	b6	x
0	BEI010338	halfnuc	AHHMJGBCXX	1	15	b6	x
0	BEI010339	halfnuc	AHHMJGBCXX	1	16	b6	x
0	BEI010340	halfnuc	AHHMJGBCXX	1	1	b7	x
0	BEI010341	halfnuc	AHHMJGBCXX	1	2	b7	x
0	BEI010342	halfnuc	AHHMJGBCXX	1	4	b7	x
0	BEI010343	halfnuc	AHHMJGBCXX	1	8	b7	x
0	BEI010344	halfnuc	AHHMJGBCXX	1	12	b7	x
0	BEI010345	halfnuc	AHHMJGBCXX	1	13	b7	x
0	BEI010346	halfnuc	AHHMJGBCXX	1	14	b7	x
0	BEI010347	halfnuc	AHHMJGBCXX	1	4	b8	x
0	BEI010348	halfnuc	AHHMJGBCXX	1	7	b8	x
0	BEI010349	halfnuc	AHHMJGBCXX	1	8	b8	x
0	BEI010350	halfnuc	AHHMJGBCXX	1	12	b8	x
0	BEI010351	halfnuc	AHHMJGBCXX	1	13	b8	x
0	BEI010352	halfnuc	AHHMJGBCXX	1	14	b8	x									
0	BEI010353	halfnuc	AHHMJGBCXX	1	1	DH	x									
0	BEI010354	halfnuc	AHHMJGBCXX	1	2	DH	x									
0	BEI010355	halfnuc	AHHMJGBCXX	1	4	DH	x									
0	BEI010356	halfnuc	AHHMJGBCXX	1	8	DH	x									
0	BEI010357	halfnuc	AHHMJGBCXX	1	12	DH	x									
0	BEI010358	halfnuc	AHHMJGBCXX	1	13	DH	x									
0	BEI010359	halfnuc	AHHMJGBCXX	1	14	DH	x									
